season_id,date,pred_q05_h1,pred_q05_h2,pred_q05_h3,pred_q50_h1,pred_q50_h2,pred_q50_h3,pred_q95_h1,pred_q95_h2,pred_q95_h3,y_true_h1,y_true_h2,y_true_h3,stage,wl_obs_mm,rain_fc_sum3_mm,rain_sum3,season_name,system_action,reference_action,gated,interval_width,rule
Kuruvai-2020,2020-08-02,-44.45238,-45.37662,-47.838642,16.828482,27.333153,32.92141,58.19262,63.63493,60.846985,-33.39,-38.52,-43.27,panicle_initiation,-29.37,1.03,18.9,Kuruvai,IRRIGATE,IRRIGATE,False,109.01155090332031,agronomic_irrigate
Kuruvai-2020,2020-08-03,-52.686935,-55.00978,-43.090595,12.752429,25.541666,33.168327,56.205757,62.073196,59.757347,-38.52,-43.27,-48.91,panicle_initiation,-41.56,1.81,5.7899999999999965,Kuruvai,IRRIGATE,IRRIGATE,False,117.08297729492188,agronomic_irrigate
Kuruvai-2020,2020-08-04,-54.037838,-55.067177,-44.682034,13.050373,24.173822,30.391356,55.277546,62.073196,58.893642,-43.27,-48.91,-54.1,panicle_initiation,-37.5,0.8500000000000001,3.469999999999996,Kuruvai,IRRIGATE,IRRIGATE,False,117.14037322998047,agronomic_irrigate
Kuruvai-2020,2020-08-05,-51.54893,-53.71038,-51.66156,8.990226,23.916952,32.237946,54.914185,61.79939,58.70691,-48.91,-54.1,-59.43,panicle_initiation,-33.05,13.219999999999999,0.7799999999999965,Kuruvai,IRRIGATE,IRRIGATE,False,115.50976943969727,agronomic_irrigate
Kuruvai-2020,2020-08-06,-66.273834,-64.045044,-36.112682,10.376414,26.132414,32.24565,56.988213,61.613693,59.038696,-54.1,-59.43,27.68,panicle_initiation,-55.35,22.939999999999998,0.6799999999999965,Kuruvai,IRRIGATE,IRRIGATE,False,125.65873718261719,agronomic_irrigate
Kuruvai-2020,2020-08-07,-68.36694,-66.06836,-32.525368,8.635655,27.656696,27.203123,55.179947,61.39593,58.746113,-59.43,27.68,31.61,panicle_initiation,-53.95,32.82,0.7999999999999965,Kuruvai,IRRIGATE,IRRIGATE,False,127.46429061889648,agronomic_irrigate
Kuruvai-2020,2020-08-08,-65.263916,-60.29383,-30.214478,16.769035,33.535934,32.1702,55.1012,63.477516,60.32937,27.68,31.61,44.23,panicle_initiation,-60.56,25.150000000000002,13.679999999999996,Kuruvai,IRRIGATE,MAINTAIN,False,123.77134704589844,agronomic_irrigate
Kuruvai-2020,2020-08-09,-7.567334,-4.7698383,-8.363508,33.71332,28.796387,29.100931,58.038975,63.65686,61.251408,31.61,44.23,38.27,panicle_initiation,28.16,2.94,23.409999999999997,Kuruvai,DELAY,MAINTAIN,False,69.61491584777832,agronomic_delay
Kuruvai-2020,2020-08-10,-8.349336,-11.035403,-14.178491,28.635315,23.548056,18.846594,56.954933,58.22619,58.513153,44.23,38.27,31.16,panicle_initiation,32.58,3.33,23.209999999999997,Kuruvai,DELAY,MAINTAIN,False,72.69164371490479,agronomic_delay
Kuruvai-2020,2020-08-11,1.6888733,-3.6103232,-8.555663,39.59612,34.22844,27.5901,61.831367,59.273182,58.546364,38.27,31.16,24.23,panicle_initiation,49.93,0.92,11.969999999999997,Kuruvai,DELAY,MAINTAIN,False,67.10202693939209,agronomic_delay
Kuruvai-2020,2020-08-12,-7.182607,-10.973462,-12.379847,30.80265,27.556822,22.618326,58.4952,56.860756,58.510757,31.16,24.23,16.85,panicle_initiation,38.69,12.28,2.1399999999999966,Kuruvai,DELAY,MAINTAIN,False,70.89060401916504,agronomic_delay
Kuruvai-2020,2020-08-13,-7.3091826,-11.285305,-13.529266,29.061287,25.398062,19.791447,58.394897,56.43986,57.582123,24.23,16.85,9.72,panicle_initiation,37.55,1.06,2.1899999999999964,Kuruvai,DELAY,DELAY,False,71.11138916015625,agronomic_delay
Kuruvai-2020,2020-08-14,-13.14976,-16.365854,-18.41928,19.42114,14.6680355,12.855794,54.14377,54.813152,55.735126,16.85,9.72,1.97,flowering,23.64,1.31,0.7799999999999965,Kuruvai,DELAY,IRRIGATE,False,74.15440559387207,agronomic_delay
Kuruvai-2020,2020-08-15,-18.750011,-20.186632,-19.154816,12.009604,10.203128,19.549305,52.792843,54.84743,57.665047,9.72,1.97,-5.54,flowering,15.1,1.54,0.5999999999999965,Kuruvai,DELAY,IRRIGATE,False,76.81986236572266,agronomic_delay
Kuruvai-2020,2020-08-16,-24.222538,-24.22334,-23.074797,4.589437,14.22317,18.060331,47.987263,59.593025,56.56282,1.97,-5.54,-10.92,flowering,6.37,3.67,0.36999999999999644,Kuruvai,IRRIGATE,IRRIGATE,False,83.81636428833008,agronomic_irrigate
Kuruvai-2020,2020-08-17,-31.809235,-30.161806,-27.750662,5.6843452,18.717049,27.53158,48.489002,60.081142,57.42274,-5.54,-10.92,-15.9,flowering,-7.12,3.9699999999999998,0.43999999999999645,Kuruvai,IRRIGATE,IRRIGATE,False,90.24294853210449,agronomic_irrigate
Kuruvai-2020,2020-08-18,-31.078997,-28.96975,-25.88433,-0.62290466,17.430243,20.979769,46.540764,59.685436,56.118458,-10.92,-15.9,45.31,flowering,-4.16,1.65,2.2099999999999964,Kuruvai,IRRIGATE,IRRIGATE,False,88.65518569946289,agronomic_irrigate
Kuruvai-2020,2020-08-19,-31.061506,-28.106936,-25.186098,-2.6487563,14.670576,25.997105,48.127594,59.619408,57.5657,-15.9,45.31,38.34,flowering,-0.65,7.66,2.999999999999997,Kuruvai,IRRIGATE,IRRIGATE,False,87.72634315490723,agronomic_irrigate
Kuruvai-2020,2020-08-20,-36.043453,-34.651867,-34.818615,0.97219324,24.262573,30.229652,46.615746,61.75085,59.180336,45.31,38.34,35.31,flowering,-13.61,26.310000000000002,3.0599999999999965,Kuruvai,DELAY,MAINTAIN,False,96.40271759033203,agronomic_delay
Kuruvai-2020,2020-08-21,-1.4293535,-4.847547,-5.2004495,39.156666,34.786285,37.4501,60.165356,57.949894,58.571686,38.34,35.31,41.48,flowering,48.74,24.13,1.6899999999999966,Kuruvai,DELAY,MAINTAIN,False,63.77213525772095,agronomic_delay
Kuruvai-2020,2020-08-22,-7.237242,-9.018061,-6.089741,33.86375,39.381542,47.43624,58.23197,57.153057,64.60686,35.31,41.48,48.03,flowering,36.27,46.28,4.639999999999997,Kuruvai,DELAY,MAINTAIN,False,70.69659852981567,agronomic_delay
Kuruvai-2020,2020-08-23,-4.701524,-1.410577,-3.6075451,41.629913,42.537544,41.226578,60.041393,66.94014,71.96951,41.48,48.03,45.0,flowering,34.09,15.760000000000002,16.859999999999996,Kuruvai,DELAY,MAINTAIN,False,75.57705807685852,agronomic_delay
Kuruvai-2020,2020-08-24,1.3757423,3.2252834,-1.7296146,50.287666,50.363064,44.935814,62.6342,69.72096,72.30662,48.03,45.0,41.69,flowering,46.4,10.45,28.99,Kuruvai,DELAY,MAINTAIN,False,74.03623235225677,agronomic_delay
Kuruvai-2020,2020-08-25,7.836594,5.1055408,2.9705873,48.96956,48.855328,43.86354,71.508484,72.60263,73.808266,45.0,41.69,40.34,flowering,58.07,8.09,28.579999999999995,Kuruvai,MAINTAIN,MAINTAIN,False,70.8376784324646,maintain
Kuruvai-2020,2020-08-26,4.5656004,1.9238485,-2.3159595,46.606205,43.041496,38.39978,65.98437,72.84327,68.62324,41.69,40.34,34.54,flowering,52.44,4.46,18.459999999999997,Kuruvai,DELAY,MAINTAIN,False,70.93919706344604,agronomic_delay
Kuruvai-2020,2020-08-27,-1.0012466,-3.4524896,-6.7992663,41.46812,37.994514,34.31742,60.48309,61.42302,66.31052,40.34,34.54,29.21,grain_filling,45.72,2.7,9.549999999999997,Kuruvai,MAINTAIN,MAINTAIN,False,73.10978269577026,maintain
Kuruvai-2020,2020-08-28,-7.182607,-11.158123,-10.959861,32.932796,26.05023,24.714815,57.48832,56.25599,54.503166,34.54,29.21,26.54,grain_filling,40.52,13.16,6.7399999999999975,Kuruvai,MAINTAIN,MAINTAIN,False,67.41411209106445,maintain
Kuruvai-2020,2020-08-29,-7.5593724,-11.05404,-9.545161,30.757698,27.590014,28.671247,57.18783,56.236652,54.728294,29.21,26.54,27.41,grain_filling,35.59,16.740000000000002,4.659999999999998,Kuruvai,MAINTAIN,MAINTAIN,False,67.29069232940674,maintain
Kuruvai-2020,2020-08-30,-12.959991,-13.443057,-13.272195,23.371292,25.547266,24.19799,52.050987,48.94474,46.68471,26.54,27.41,33.01,grain_filling,25.44,27.82,3.9099999999999984,Kuruvai,MAINTAIN,MAINTAIN,False,65.01097869873047,maintain
Kuruvai-2020,2020-08-31,-16.280008,-13.661284,-13.149259,21.72921,20.252216,22.05392,49.769165,51.387035,50.541374,27.41,33.01,37.63,grain_filling,19.3,10.66,9.52,Kuruvai,MAINTAIN,MAINTAIN,False,66.04917335510254,maintain
Kuruvai-2020,2020-09-01,-10.674888,-8.257747,-12.225863,28.233627,30.673553,26.58513,50.699837,57.431473,56.98894,33.01,37.63,35.57,grain_filling,21.78,10.83,18.759999999999998,Kuruvai,MAINTAIN,MAINTAIN,False,69.21480464935303,maintain
Kuruvai-2020,2020-09-02,-4.782776,-1.5917698,-4.7049,36.335724,35.942196,32.181156,57.672855,69.4171,73.66453,37.63,35.57,31.76,grain_filling,33.26,7.220000000000001,25.1,Kuruvai,MAINTAIN,MAINTAIN,False,78.36942768096924,maintain
Kuruvai-2020,2020-09-03,-7.2576337,-8.561802,-11.2037525,32.560955,32.115616,28.899412,57.59701,61.12231,65.21024,35.57,31.76,28.54,grain_filling,36.17,5.95,21.84,Kuruvai,MAINTAIN,MAINTAIN,False,76.41399574279785,maintain
Kuruvai-2020,2020-09-04,-9.982093,-12.553476,-15.699646,27.074663,22.622936,21.400866,53.936134,54.429398,48.398262,31.76,28.54,25.14,grain_filling,28.22,6.5,13.459999999999999,Kuruvai,MAINTAIN,MAINTAIN,False,66.98287391662598,maintain
Kuruvai-2020,2020-09-05,-9.198379,-12.248265,-15.227363,28.510923,26.421309,23.320362,56.116516,52.165947,47.574577,28.54,25.14,20.68,grain_filling,31.57,5.949999999999999,5.67,Kuruvai,MAINTAIN,MAINTAIN,False,65.3148946762085,maintain
Kuruvai-2020,2020-09-06,-12.738236,-14.99661,-14.609206,21.46295,19.253994,18.8727,52.050987,48.14821,46.14116,25.14,20.68,16.99,grain_filling,26.95,18.27,5.18,Kuruvai,MAINTAIN,MAINTAIN,False,64.78922367095947,maintain
Kuruvai-2020,2020-09-07,-17.547886,-18.991035,-15.515364,17.152742,13.266696,23.537281,50.333996,46.739613,46.37237,20.68,16.99,35.63,grain_filling,19.28,36.34,4.86,Kuruvai,MAINTAIN,MAINTAIN,False,67.88188171386719,maintain
Kuruvai-2020,2020-09-08,-17.547886,-18.515831,-16.01108,15.1617775,18.121347,20.81574,50.23805,46.630867,51.565742,16.99,35.63,38.07,grain_filling,18.83,41.870000000000005,4.88,Kuruvai,MAINTAIN,MAINTAIN,False,67.78593444824219,maintain
Kuruvai-2020,2020-09-09,-15.823698,-14.974695,-17.593164,26.243687,33.699688,27.13497,51.606636,59.28939,59.025314,35.63,38.07,35.08,grain_filling,15.39,12.779999999999998,25.83,Kuruvai,MAINTAIN,MAINTAIN,False,76.61847877502441,maintain
Kuruvai-2020,2020-09-10,-5.222625,-2.3605962,-6.7552395,34.65724,30.7118,27.19886,57.622482,63.584328,62.319237,38.07,35.08,31.98,grain_filling,32.55,4.94,32.73,Kuruvai,MAINTAIN,MAINTAIN,False,69.07447624206543,maintain
Kuruvai-2020,2020-09-11,-3.2860188,-7.0475564,-5.8758254,35.9082,38.641937,35.655884,57.437454,62.057495,67.72436,35.08,31.98,32.78,ripening,42.7,8.4,32.129999999999995,Kuruvai,MAINTAIN,MAINTAIN,False,73.60018301010132,maintain
Kuruvai-2020,2020-09-12,-12.956656,-15.671646,-18.040855,24.316656,20.039818,18.4897,50.80185,49.035683,46.539555,31.98,32.78,29.04,ripening,25.57,5.92,9.65,Kuruvai,MAINTAIN,MAINTAIN,False,64.70732879638672,maintain
Kuruvai-2020,2020-09-13,-12.059842,-12.396825,-15.526625,24.12569,22.182419,18.004076,51.72758,47.785553,46.735477,32.78,29.04,25.55,ripening,22.05,2.9000000000000004,6.33,Kuruvai,MAINTAIN,MAINTAIN,False,63.7874231338501,maintain
Kuruvai-2020,2020-09-14,-8.45552,-11.850563,-14.260345,27.864264,23.08498,17.451086,55.05808,54.413216,55.581367,29.04,25.55,21.46,ripening,32.8,1.92,6.050000000000001,Kuruvai,MAINTAIN,MAINTAIN,False,69.84171295166016,maintain
Kuruvai-2020,2020-09-15,-9.96091,-13.03326,-15.8611555,25.341223,19.413284,15.59433,54.83877,51.55312,47.761814,25.55,21.46,17.93,ripening,29.52,2.1500000000000004,6.0200000000000005,Kuruvai,MAINTAIN,MAINTAIN,False,64.79968166351318,maintain
Kuruvai-2020,2020-09-16,-12.295083,-14.209138,-16.26232,21.689497,16.674347,14.139832,50.701546,48.460365,45.712994,21.46,17.93,14.19,ripening,27.57,1.5,1.780000000000001,Kuruvai,MAINTAIN,MAINTAIN,False,62.996628761291504,maintain
Kuruvai-2020,2020-09-17,-17.547886,-19.079044,-21.285475,16.917242,10.899513,6.5808797,49.444706,46.55903,44.584805,17.93,14.19,10.46,ripening,18.77,1.49,1.810000000000001,Kuruvai,MAINTAIN,MAINTAIN,False,66.99259185791016,maintain
Kuruvai-2020,2020-09-18,-18.848347,-20.701464,-23.530212,11.625728,7.2900395,1.1900508,49.236496,46.139755,44.617672,14.19,10.46,7.12,ripening,13.34,1.3399999999999999,1.640000000000001,Kuruvai,MAINTAIN,MAINTAIN,False,68.14788436889648,maintain
Kuruvai-2020,2020-09-19,-18.789131,-20.660393,-23.425928,10.711568,5.896395,1.4787241,50.096893,46.484325,43.83786,10.46,7.12,2.91,ripening,14.15,10.05,1.870000000000001,Kuruvai,MAINTAIN,MAINTAIN,False,68.88602447509766,maintain
Kuruvai-2020,2020-09-20,-23.420008,-26.731112,-29.668875,4.906937,1.4082478,-1.1966127,44.870384,41.73862,39.36294,7.12,2.91,-1.58,ripening,8.25,12.54,1.7000000000000006,Kuruvai,MAINTAIN,MAINTAIN,False,69.03181648254395,maintain
Kuruvai-2020,2020-09-21,-19.703789,-21.760366,-23.158777,7.8438334,3.805342,-2.615935,47.88635,45.909,43.07367,2.91,-1.58,-5.53,ripening,14.88,0.51,1.1400000000000008,Kuruvai,MAINTAIN,MAINTAIN,False,67.66936683654785,maintain
Kuruvai-2020,2020-09-22,-25.94944,-28.035656,-31.24459,-1.7084427,-2.6724758,-7.869346,41.89097,36.707527,39.949566,-1.58,-5.53,-8.93,ripening,1.29,1.69,0.6500000000000009,Kuruvai,MAINTAIN,MAINTAIN,False,71.19415664672852,maintain
Kuruvai-2020,2020-09-23,-29.578382,-31.76345,-34.12483,-7.465377,-10.056731,-13.111732,39.255257,36.42325,39.7706,-5.53,-8.93,-9.28,ripening,-1.85,3.3200000000000003,0.24000000000000088,Kuruvai,MAINTAIN,MAINTAIN,False,73.89542770385742,maintain
Kuruvai-2020,2020-09-24,-26.728155,-28.452503,-30.80054,-1.960322,-5.4901414,-4.1237507,43.029842,36.471855,39.778324,-8.93,-9.28,-11.2,ripening,6.85,10.14,0.35000000000000087,Kuruvai,MAINTAIN,MAINTAIN,False,70.57886505126953,maintain
Kuruvai-2020,2020-09-25,-33.036545,-33.68676,-34.08085,-9.054479,-4.790757,0.6076095,38.551357,32.375008,35.44776,-9.28,-11.2,-3.32,ripening,-9.9,26.02,2.830000000000001,Kuruvai,MAINTAIN,MAINTAIN,False,71.5879020690918,maintain
Kuruvai-2020,2020-09-26,-31.232935,-32.848106,-33.10762,-8.06301,-2.8200202,8.209364,39.99833,34.32981,50.82735,-11.2,-3.32,9.54,ripening,-6.5,78.89,4.040000000000001,Kuruvai,MAINTAIN,MAINTAIN,False,83.93497085571289,maintain
Kuruvai-2020,2020-09-27,-32.44423,-30.527973,-30.755356,3.1295269,8.120784,8.584431,39.878628,36.91761,50.95403,-3.32,9.54,29.66,ripening,-7.97,47.66,15.650000000000002,Kuruvai,MAINTAIN,MAINTAIN,False,81.70938491821289,maintain
Kuruvai-2020,2020-09-28,-29.55881,-28.524446,-29.483555,11.14282,15.147215,11.589342,41.079582,37.821617,52.92003,9.54,29.66,50.06,ripening,0.34,43.85999999999999,29.580000000000002,Kuruvai,MAINTAIN,MAINTAIN,False,82.40358352661133,maintain
Kuruvai-2020,2020-09-29,-22.949135,-24.204685,-24.524345,19.46982,37.126823,20.189322,51.548126,53.655884,52.436516,29.66,50.06,46.92,ripening,10.99,17.79,51.58,Kuruvai,MAINTAIN,MAINTAIN,False,77.86056900024414,maintain
Kuruvai-2020,2020-09-30,-6.557382,-3.6063123,-7.9204082,48.427612,49.190746,42.015224,63.352837,60.449913,60.211937,50.06,46.92,43.5,ripening,30.63,2.5300000000000002,63.620000000000005,Kuruvai,MAINTAIN,MAINTAIN,False,69.91021871566772,maintain
Kuruvai-2020,2020-10-01,1.7600174,-0.844025,-1.8642825,44.40328,45.446365,43.273197,63.913586,65.508484,76.33633,46.92,43.5,44.28,ripening,50.56,6.7,47.730000000000004,Kuruvai,MAINTAIN,MAINTAIN,False,78.20060908794403,maintain
Kuruvai-2020,2020-10-02,-1.1588598,-3.6745074,-4.855186,42.765465,41.561993,40.592865,59.72456,63.624195,70.94858,43.5,44.28,40.77,ripening,44.04,13.59,25.12,Kuruvai,MAINTAIN,MAINTAIN,False,75.80376386642456,maintain
Kuruvai-2020,2020-10-03,-0.8822845,-3.2897468,-6.729984,42.834293,42.689255,38.86086,60.33775,64.47275,65.30051,44.28,40.77,37.13,ripening,45.13,1.2999999999999998,5.3,Kuruvai,MAINTAIN,MAINTAIN,False,72.03049039840698,maintain
Kuruvai-2020,2020-10-04,6.205245,2.6879196,-0.79236823,48.501675,49.247215,44.731823,67.6107,69.204414,76.35981,40.77,37.13,34.88,ripening,54.42,7.03,5.029999999999999,Kuruvai,MAINTAIN,MAINTAIN,False,77.15217810869217,maintain
Kuruvai-2020,2020-10-05,-1.1588598,-4.0741835,-5.677562,41.89386,39.599243,38.14137,60.507915,60.08312,69.08169,37.13,34.88,35.26,ripening,46.82,20.759999999999998,4.89,Kuruvai,MAINTAIN,MAINTAIN,False,74.75925016403198,maintain
Kuruvai-2020,2020-10-06,-7.182607,-10.639245,-7.519368,32.932034,32.203827,35.78851,57.34829,57.471596,68.330635,34.88,35.26,41.42,ripening,38.65,18.759999999999998,2.95,Kuruvai,MAINTAIN,MAINTAIN,False,75.85000324249268,maintain
Kuruvai-2020,2020-10-07,-6.1825924,-7.566631,-8.37104,35.469913,34.423378,33.1998,57.24799,57.537815,67.22725,35.26,41.42,41.0,ripening,39.16,12.46,7.140000000000001,Kuruvai,MAINTAIN,MAINTAIN,False,75.5982894897461,maintain
Kuruvai-2020,2020-10-08,-6.342314,-3.2192829,-6.2234163,39.110622,37.27215,30.001467,55.40917,61.688835,60.76154,41.42,41.0,38.58,ripening,30.91,7.720000000000001,16.12,Kuruvai,MAINTAIN,MAINTAIN,False,66.98495578765869,maintain
Kuruvai-2020,2020-10-09,-7.0453825,-8.561802,-11.129984,34.877117,36.290924,34.94007,57.279423,64.07133,66.00908,41.0,38.58,35.73,ripening,40.12,1.88,16.84,Kuruvai,MAINTAIN,MAINTAIN,False,77.13906288146973,maintain
Kuruvai-2021,2021-06-22,-1.6351647,0.22638814,-2.3167567,38.5662,45.053864,37.387997,59.293896,62.887325,65.34609,45.13,50.12,46.11,establishment,42.41,25.68,6.409999999999999,Kuruvai,MAINTAIN,MAINTAIN,False,67.66284894943237,maintain
Kuruvai-2021,2021-06-23,-0.122406885,3.9302526,0.1604024,46.060863,49.53943,41.775597,60.643654,67.29289,67.924805,50.12,46.11,39.21,establishment,44.02,12.120000000000001,16.95,Kuruvai,MAINTAIN,MAINTAIN,False,67.76440228521824,maintain
Kuruvai-2021,2021-06-24,4.5241103,1.9624605,-1.7134596,42.48578,39.273026,34.542973,65.499565,66.25938,59.85268,46.11,39.21,33.48,establishment,52.49,3.11,18.119999999999997,Kuruvai,MAINTAIN,MAINTAIN,False,64.2969160079956,maintain
Kuruvai-2021,2021-06-25,-6.3318496,-9.760039,-12.509333,32.28362,27.068836,24.117468,59.26526,60.092438,57.86679,39.21,33.48,28.9,establishment,38.3,4.31,13.01,Kuruvai,MAINTAIN,MAINTAIN,False,70.37612342834473,maintain
Kuruvai-2021,2021-06-26,-6.9338493,-10.619605,-12.785565,29.7027,26.6161,23.01694,59.223057,56.24372,56.18951,33.48,28.9,22.71,establishment,36.35,3.13,3.2199999999999998,Kuruvai,MAINTAIN,MAINTAIN,False,68.97507572174072,maintain
Kuruvai-2021,2021-06-27,-6.6514807,-10.619605,-12.736308,31.95956,27.22996,22.47777,58.60062,55.431667,56.08502,28.9,22.71,16.95,establishment,40.65,2.25,2.86,Kuruvai,MAINTAIN,MAINTAIN,False,68.82132625579834,maintain
Kuruvai-2021,2021-06-28,-12.817225,-16.2176,-16.575127,18.17929,14.694117,11.633253,53.825478,50.639744,46.5058,22.71,16.95,11.9,establishment,23.67,23.91,2.94,Kuruvai,MAINTAIN,MAINTAIN,False,66.85734367370605,maintain
Kuruvai-2021,2021-06-29,-16.774374,-18.129654,-15.730621,13.798676,9.098897,14.355832,51.02154,47.750057,44.726746,16.95,11.9,21.28,tillering,18.96,18.54,2.98,Kuruvai,MAINTAIN,MAINTAIN,False,67.7959156036377,maintain
Kuruvai-2021,2021-06-30,-17.651894,-20.012308,-19.03009,11.964548,14.216863,10.5081415,49.51908,47.474415,46.15287,11.9,21.28,20.46,tillering,17.02,30.43,2.95,Kuruvai,MAINTAIN,MAINTAIN,False,67.48672294616699,maintain
Kuruvai-2021,2021-07-01,-17.558123,-14.351541,-13.534994,17.564129,24.574945,27.397259,52.76835,58.654808,55.38996,21.28,20.46,19.23,tillering,13.32,51.71,17.7,Kuruvai,MAINTAIN,MAINTAIN,False,73.00634860992432,maintain
Kuruvai-2021,2021-07-02,-16.6121,-11.450844,-12.289902,18.165863,20.787416,24.412176,48.79344,54.29324,46.072296,20.46,19.23,38.2,tillering,18.15,33.92,22.060000000000002,Kuruvai,MAINTAIN,MAINTAIN,False,65.74408340454102,maintain
Kuruvai-2021,2021-07-03,-15.390263,-10.969559,-9.40378,19.786818,29.317339,37.324627,49.35551,55.88313,58.134064,19.23,38.2,33.83,tillering,20.84,67.86,24.78,Kuruvai,MAINTAIN,MAINTAIN,False,67.53784370422363,maintain
Kuruvai-2021,2021-07-04,-9.792942,-7.9159794,-10.782639,35.48878,35.158756,35.71334,56.083782,60.001583,55.638496,38.2,33.83,28.25,tillering,22.27,3.9799999999999995,33.32,Kuruvai,MAINTAIN,MAINTAIN,False,67.91756248474121,maintain
Kuruvai-2021,2021-07-05,-1.3346702,-3.6095433,-7.435434,42.1724,35.198,31.150757,59.2462,58.81473,55.85401,33.83,28.25,24.76,tillering,48.01,8.76,30.220000000000002,Kuruvai,MAINTAIN,MAINTAIN,False,63.28944540023804,maintain
Kuruvai-2021,2021-07-06,-7.1389956,-9.672773,-10.140193,32.518257,26.869238,25.83213,56.77976,57.68547,57.66058,28.25,24.76,27.51,tillering,33.2,15.16,26.06,Kuruvai,MAINTAIN,MAINTAIN,False,67.80077266693115,maintain
Kuruvai-2021,2021-07-07,-8.612232,-10.524604,-8.076782,26.98451,26.756096,24.150724,54.454044,48.308945,46.310665,24.76,27.51,27.56,tillering,28.04,15.819999999999999,5.15,Kuruvai,MAINTAIN,MAINTAIN,False,63.06627655029297,maintain
Kuruvai-2021,2021-07-08,-4.201608,-1.0086882,-1.9553719,36.008656,34.04334,30.087297,56.720802,55.36276,57.145004,27.51,27.56,22.53,tillering,32.4,9.329999999999998,11.88,Kuruvai,MAINTAIN,MAINTAIN,False,60.92241048812866,maintain
Kuruvai-2021,2021-07-09,-9.543276,-8.039746,-11.368181,27.617563,24.264284,21.216223,53.066776,55.707787,49.85729,27.56,22.53,16.61,tillering,24.76,3.61,17.650000000000002,Kuruvai,MAINTAIN,MAINTAIN,False,63.74753284454346,maintain
Kuruvai-2021,2021-07-10,-16.284132,-16.293688,-18.97632,18.540182,14.120327,11.543261,50.32405,52.70402,44.14415,22.53,16.61,10.14,tillering,20.94,3.41,16.080000000000002,Kuruvai,MAINTAIN,MAINTAIN,False,68.99770927429199,maintain
Kuruvai-2021,2021-07-11,-12.78157,-16.264936,-18.907438,20.647163,15.390045,10.503297,54.385284,47.788998,43.517494,16.61,10.14,3.67,tillering,23.78,6.180000000000001,7.470000000000001,Kuruvai,MAINTAIN,MAINTAIN,False,67.16685485839844,maintain
Kuruvai-2021,2021-07-12,-12.817225,-16.264936,-17.636917,18.202263,12.731579,12.536988,52.68789,48.54556,43.662746,10.14,3.67,3.35,tillering,21.99,8.66,1.8699999999999999,Kuruvai,MAINTAIN,MAINTAIN,False,65.50511455535889,maintain
Kuruvai-2021,2021-07-13,-20.370178,-21.734049,-21.628387,8.983226,7.584155,3.4769487,49.744358,46.861813,42.28781,3.67,3.35,-0.82,tillering,11.95,17.21,0.9700000000000001,Kuruvai,MAINTAIN,MAINTAIN,False,70.11453628540039,maintain
Kuruvai-2021,2021-07-14,-24.917852,-25.82677,-27.243528,6.7280264,1.9948964,1.9103737,46.053703,36.52962,44.22649,3.35,-0.82,-4.35,tillering,3.18,15.17,6.79,Kuruvai,MAINTAIN,MAINTAIN,False,71.47001838684082,maintain
Kuruvai-2021,2021-07-15,-29.239597,-32.242905,-32.599102,-4.600222,-7.0109963,0.6303961,41.22288,34.70027,39.37098,-0.82,-4.35,-4.78,tillering,-3.89,21.01,9.280000000000001,Kuruvai,MAINTAIN,MAINTAIN,False,71.9700813293457,maintain
Kuruvai-2021,2021-07-16,-31.118378,-30.221827,-32.030796,-7.120774,-7.4570546,-0.0122097805,39.408558,35.05912,39.29166,-4.35,-4.78,-1.98,tillering,-1.11,15.610000000000001,11.71,Kuruvai,MAINTAIN,MAINTAIN,False,71.32245635986328,maintain
Kuruvai-2021,2021-07-17,-27.252668,-26.651615,-27.118656,1.5627875,0.122648075,3.1963391,42.383755,36.388344,41.66573,-4.78,-1.98,-8.48,tillering,1.82,15.99,11.52,Kuruvai,MAINTAIN,MAINTAIN,False,69.63642311096191,maintain
Kuruvai-2021,2021-07-18,-33.023994,-34.239635,-38.782463,-4.4434514,-10.188118,-20.14121,37.202995,30.941225,19.034035,-1.98,-8.48,-15.15,tillering,-10.95,1.74,17.090000000000003,Kuruvai,MAINTAIN,MAINTAIN,False,70.22698974609375,maintain
Kuruvai-2021,2021-07-19,-31.33853,-33.130127,-34.846416,-13.032512,-16.60602,-18.500463,39.248096,31.302242,38.11217,-8.48,-15.15,-21.37,stem_elongation,-3.2,0.6,14.680000000000001,Kuruvai,MAINTAIN,MAINTAIN,False,72.95858764648438,maintain
Kuruvai-2021,2021-07-20,-35.83295,-37.937206,-41.041676,-16.211163,-22.324873,-30.785242,37.571156,27.884806,18.49118,-15.15,-21.37,-26.88,stem_elongation,-10.42,2.8400000000000003,9.000000000000002,Kuruvai,MAINTAIN,MAINTAIN,False,73.40410614013672,maintain
Kuruvai-2021,2021-07-21,-38.6993,-40.77401,-42.99824,-22.351654,-26.649578,-29.43924,39.26398,24.947493,17.62281,-21.37,-26.88,-31.74,stem_elongation,-18.64,10.399999999999999,0.79,Kuruvai,MAINTAIN,MAINTAIN,False,77.9632797241211,maintain
Kuruvai-2021,2021-07-22,-38.728935,-41.609554,-43.88111,-19.296396,-25.067614,-30.92928,25.320992,24.810461,17.62281,-26.88,-31.74,-37.35,stem_elongation,-20.13,2.69,0.75,Kuruvai,MAINTAIN,MAINTAIN,False,66.42001533508301,maintain
